|||||Cb Values->colspan|||||
|||||Qb/Qc->colspan|||||
As/Ac|Ab/Ac|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9
0.8|0.8|-53.67v|-8.4v|-1.84v|-0.18v|0.28v|0.36v|0.3v|0.2v|0.08v
0.8|0.9|-42.26v|-6.05v|-1.02v|0.16v|0.44v|0.43v|0.33v|0.21v|0.08v
0.8|1|-32.93v|-4.15v|-0.35v|0.44v|0.56v|0.49v|0.36v|0.22v|0.09v
0.9|0.1|-288.7v|-89.79v|-39.78v|-19.41v|-9.54v|-4.43v|-1.8v|-0.55v|-0.09v
0.9|0.2|-328.8v|-70.51v|-25.16v|-10.53v|-4.54v|-1.84v|-0.62v|-0.12v|0v
0.9|0.3|-243.6v|-48.72v|-16.28v|-6.35v|-2.5v|-0.87v|-0.2v|0.03v|0.03v
0.9|0.4|-182.6v|-34.94v|-11.09v|-4.03v|-1.41v|-0.37v|0.02v|0.1v|0.04v
0.9|0.5|-140.1v|-25.75v|-7.74v|-2.57v|-0.74v|-0.06v|0.15v|0.14v|0.05v
0.9|0.6|-109.3v|-19.24v|-5.4v|-1.56v|-0.28v|0.15v|0.23v|0.17v|0.05v
0.9|0.7|-86.04v|-14.4v|-3.68v|-0.83v|0.06v|0.3v|0.3v|0.2v|0.06v
0.9|0.8|-67.96v|-10.66v|-2.37v|-0.27v|0.31v|0.41v|0.34v|0.21v|0.06v
0.9|0.9|-53.52v|-7.7v|-1.33v|0.17v|0.51v|0.5v|0.38v|0.22v|0.06v
0.9|1|-41.71v|-5.29v|-0.49v|0.52v|0.67v|0.57v|0.41v|0.23v|0.07v
1.0|0.1|-356.4v|-110.8v|-49.12v|-23.97v|-11.78v|-5.48v|-2.23v|-0.69v|-0.12v
1.0|0.2|-405.9v|-87.06v|-31.07v|-13.01v|-5.62v|-2.29v|-0.77v|-0.16v|-0.02v
1.0|0.3|-300.8v|-60.15v|-20.11v|-7.85v|-3.1v|-1.09v|-0.26v|0.02v|0.02v
1.0|0.4|-225.4v|-43.14v|-13.7v|-4.99v|-1.76v|-0.47v|0.01v|0.11v|0.04v
1.0|0.5|-172.9v|-31.8v|-9.56v|-3.18v|-0.92v|-0.09v|0.17v|0.17v|0.05v
1.0|0.6|-134.9v|-23.76v|-6.68v|-1.94v|-0.35v|0.17v|0.28v|0.2v|0.06v
1.0|0.7|-106.2v|-17.78v|-4.56v|-1.04v|0.06v|0.36v|0.35v|0.23v|0.06v
1.0|0.8|-83.92v|-13.18v|-2.93v|-0.35v|0.37v|0.5v|0.41v|0.25v|0.06v
1.0|0.9|-66.08v|-9.52v|-1.65v|0.19v|0.62v|0.61v|0.46v|0.26v|0.07v
1.0|1|-51.51v|-6.54v|-0.61v|0.63v|0.81v|0.7v|0.49v|0.28v|0.07v
